total_orders,total_returns,days_to_return_avg,high_value_returns,category_return_ratio,exchange_ratio,location,damaged_returns,device_fingerprint,seasonal_spikes,multi_device,label,user_id
5,0,11.5,0,0.121,0.0,Austin,0,Chrome_Windows_2865,0,1,0,user_006516
10,1,13.7,0,0.307,0.923,San Jose,0,Safari_Windows_5390,0,1,0,user_006136
6,1,11.7,0,0.197,0.794,Los Angeles,0,Chrome_macOS_3482,0,1,0,user_006789
7,1,7.3,0,0.296,0.967,Phoenix,0,Firefox_iOS_1785,0,1,0,user_003579
9,0,13.3,0,0.147,0.0,Phoenix,0,Firefox_iOS_4335,0,0,0,user_000083
7,2,8.3,0,0.227,0.854,Jacksonville,0,Firefox_Windows_1817,1,1,0,user_005936
5,1,16.5,0,0.326,0.403,Fort Worth,0,Safari_Windows_8137,0,1,0,user_004044
6,1,12.6,0,0.207,0.337,San Antonio,0,Edge_Windows_6313,1,1,0,user_006413
11,2,15.1,0,0.237,0.549,Los Angeles,0,Edge_iOS_4946,1,1,0,user_001015
11,1,7.5,0,0.28,0.92,Philadelphia,0,Safari_Windows_4944,1,1,0,user_003122
16,9,3.5,6,0.695,0.129,Jacksonville,1,Edge_iOS_9862,0,1,1,fraud_000180
13,2,8.7,0,0.263,0.302,San Antonio,0,Firefox_macOS_2329,0,1,0,user_005024
36,14,7.6,7,0.334,0.358,Phoenix,1,Firefox_Windows_4029,1,1,0,edge_000447
4,0,10.1,0,0.404,0.0,Dallas,0,Edge_Windows_4861,1,0,0,user_005268
10,4,16.3,0,0.074,0.605,Philadelphia,0,Chrome_iOS_3896,0,0,0,user_006731
15,2,17.3,0,0.254,0.476,New York,0,Chrome_macOS_7313,0,1,0,user_005135
40,12,13.2,5,0.341,0.635,San Antonio,0,Chrome_Windows_7138,0,1,0,edge_000516
11,1,10.3,0,0.151,0.509,Philadelphia,0,Safari_Windows_7518,0,1,0,user_007512
37,11,14.1,3,0.21,0.467,Philadelphia,0,Edge_Android_1323,1,1,0,edge_000277
11,1,17.0,0,0.102,0.704,Dallas,0,Edge_Windows_8033,0,1,0,user_004911
6,1,14.0,0,0.283,0.672,Jacksonville,0,Chrome_macOS_2191,0,1,0,user_004443
5,1,8.7,0,0.145,0.695,Columbus,0,Chrome_iOS_7572,0,0,0,user_000021
10,0,12.2,0,0.39,0.0,Jacksonville,0,Firefox_Android_6632,1,1,0,user_005034
12,7,1.8,2,0.676,0.408,Fort Worth,2,Edge_iOS_4803,1,0,1,fraud_000695
32,9,6.8,2,0.398,0.845,Fort Worth,2,Firefox_macOS_7247,1,1,0,edge_000003
10,3,5.9,0,0.239,0.426,Columbus,0,Chrome_iOS_8128,1,1,0,user_004874
5,0,12.7,0,0.117,0.0,Jacksonville,0,Safari_Windows_2838,0,0,0,user_000552
7,0,8.2,0,0.119,0.0,San Diego,0,Chrome_macOS_7902,0,1,0,user_006055
10,0,8.9,0,0.25,0.0,Phoenix,0,Chrome_Windows_8184,0,1,0,user_003288
5,1,5.2,0,0.213,0.639,Los Angeles,0,Safari_Windows_7333,0,1,0,user_000372
11,1,15.3,0,0.245,0.887,Philadelphia,0,Safari_iOS_2689,0,0,0,user_007321
10,2,7.3,0,0.145,0.54,Austin,0,Edge_iOS_8816,0,1,0,user_007131
6,1,12.0,0,0.062,0.639,New York,0,Firefox_iOS_4964,0,1,0,user_008371
7,1,8.4,0,0.35,0.581,Columbus,0,Firefox_macOS_9270,0,1,0,user_002048
8,1,7.4,0,0.322,0.541,Charlotte,0,Safari_macOS_9964,0,0,0,user_004913
37,12,4.5,1,0.246,0.432,Los Angeles,1,Firefox_iOS_1453,1,1,0,edge_000552
8,0,12.4,0,0.312,0.0,New York,0,Edge_Windows_9284,0,0,0,user_005857
10,3,13.5,0,0.318,0.693,Chicago,0,Edge_iOS_1866,0,1,0,user_002431
14,3,14.0,0,0.66,0.703,Houston,0,Safari_macOS_7223,0,0,0,user_000603
9,2,18.7,0,0.305,0.672,Dallas,0,Firefox_Windows_7620,0,1,0,user_000941
10,0,16.0,0,0.277,0.0,Los Angeles,0,Safari_Windows_4770,0,1,0,user_000046
23,8,7.5,3,0.292,0.652,Jacksonville,0,Chrome_Android_3788,0,1,0,edge_000327
37,8,11.7,3,0.155,0.604,Columbus,0,Chrome_iOS_8831,1,1,0,edge_000293
30,7,19.2,0,0.143,0.673,New York,0,Edge_Windows_6927,0,1,0,edge_000326
10,1,16.6,0,0.413,0.65,Dallas,0,Chrome_iOS_5182,0,1,0,user_006807
10,3,11.7,0,0.085,0.575,San Antonio,0,Firefox_macOS_8546,1,0,0,user_000569
11,0,17.6,0,0.18,0.0,Jacksonville,0,Safari_macOS_7054,1,0,0,user_003736
6,0,2.4,0,0.415,0.0,Austin,0,Safari_macOS_7303,0,1,0,user_002551
31,10,7.1,2,0.177,0.574,Fort Worth,1,Safari_Windows_5062,1,1,0,edge_000081
12,2,6.8,0,0.301,0.471,San Jose,0,Safari_iOS_3589,0,0,0,user_006194
9,0,19.4,0,0.022,0.0,Chicago,0,Safari_macOS_3293,0,1,0,user_000606
8,2,10.0,0,0.284,0.425,Phoenix,0,Firefox_Android_1134,0,1,0,user_001269
7,3,18.0,0,0.222,0.464,Los Angeles,0,Chrome_iOS_5584,1,1,0,user_006895
6,0,12.7,0,0.11,0.0,Fort Worth,0,Safari_Android_4845,1,1,0,user_003261
24,15,26.4,9,0.727,0.144,Houston,10,Chrome_Windows_6413,1,0,1,fraud_000712
9,2,18.5,0,0.159,0.482,Jacksonville,0,Firefox_macOS_6158,0,1,0,user_007883
11,1,20.6,0,0.244,0.867,Los Angeles,0,Safari_Windows_4846,0,1,0,user_002328
10,2,3.4,0,0.083,0.568,Columbus,0,Edge_Android_1911,0,0,0,user_002852
7,1,15.6,0,0.231,0.607,Charlotte,0,Safari_Android_8882,1,1,0,user_006476
11,5,8.7,0,0.129,0.527,New York,0,Chrome_macOS_3108,0,1,0,user_001752
24,17,28.0,9,0.791,0.067,San Diego,11,Safari_Windows_6669,1,1,1,fraud_000333
11,0,8.5,0,0.177,0.0,Austin,0,Firefox_iOS_3178,1,1,0,user_002517
21,15,2.2,11,0.825,0.078,Los Angeles,4,Chrome_Windows_4375,1,1,1,fraud_000286
7,1,8.4,0,0.079,0.464,Columbus,0,Chrome_iOS_5901,0,0,0,user_002449
7,1,16.0,0,0.662,0.204,Austin,0,Edge_iOS_2680,1,0,0,user_000392
7,1,15.0,0,0.184,0.73,Philadelphia,0,Edge_Windows_9073,0,0,0,user_007596
5,0,5.5,0,0.08,0.0,San Jose,0,Safari_Android_7416,0,1,0,user_008131
7,0,9.5,0,0.258,0.0,Columbus,0,Chrome_macOS_3103,0,1,0,user_000040
26,19,3.9,12,0.843,0.311,Columbus,13,Edge_Android_7305,1,1,1,fraud_000787
10,2,8.4,0,0.118,0.41,Charlotte,0,Firefox_Windows_6974,1,0,0,user_008137
11,0,16.4,0,0.18,0.0,Houston,0,Edge_macOS_3303,0,0,0,user_006787
11,3,10.8,0,0.047,0.153,Jacksonville,0,Edge_macOS_8534,0,1,0,user_006926
19,13,7.9,11,0.981,0.054,San Diego,2,Chrome_Windows_8680,0,1,1,fraud_000020
7,2,16.4,0,0.176,0.752,Fort Worth,0,Edge_Android_1448,0,1,0,user_001190
9,1,16.1,0,0.293,0.549,San Diego,0,Edge_iOS_7089,1,0,0,user_005883
9,2,18.0,0,0.006,0.188,Dallas,0,Firefox_Android_5842,0,0,0,user_000757
13,2,12.1,0,0.229,0.458,Houston,0,Edge_Windows_1112,0,1,0,user_003285
11,3,13.4,0,0.268,0.468,Houston,0,Edge_Windows_2249,0,0,0,user_004206
32,10,15.5,1,0.251,0.635,Dallas,0,Safari_iOS_7879,0,1,0,edge_000308
9,0,10.1,0,0.082,0.0,New York,0,Firefox_Android_2981,0,0,0,user_004544
7,2,13.5,0,0.174,0.757,Houston,0,Edge_macOS_6555,0,1,0,user_006542
21,11,5.6,6,0.766,0.024,Phoenix,8,Edge_iOS_4503,0,1,1,fraud_000112
7,0,9.0,0,0.334,0.0,Jacksonville,0,Edge_iOS_6023,1,0,0,user_000180
7,1,16.1,0,0.037,0.645,Houston,0,Edge_Windows_3324,0,1,0,user_004604
19,12,28.7,6,0.679,0.489,Los Angeles,3,Firefox_Android_6896,1,0,1,fraud_000271
10,6,12.2,1,0.564,0.365,San Antonio,0,Chrome_macOS_7172,1,0,0,user_006065
21,15,30.0,7,0.739,0.106,San Jose,6,Safari_Windows_9887,0,1,1,fraud_000771
6,2,10.8,0,0.235,0.707,Dallas,0,Safari_macOS_9925,0,0,0,user_008021
6,0,7.0,0,0.476,0.0,Columbus,0,Edge_macOS_4091,1,1,0,user_003895
7,0,16.6,0,0.28,0.0,Chicago,0,Chrome_iOS_5579,1,0,0,user_005558
13,5,8.6,0,0.134,0.775,San Jose,0,Edge_macOS_1931,0,0,0,user_000068
10,1,5.5,0,0.241,0.781,New York,0,Safari_iOS_3199,0,1,0,user_007194
19,10,26.3,6,0.61,0.403,San Antonio,4,Safari_iOS_8328,0,0,1,fraud_000118
8,1,16.0,0,0.375,0.423,San Diego,0,Firefox_macOS_1977,1,0,0,user_005822
8,1,15.8,0,0.09,0.578,Charlotte,0,Chrome_iOS_3323,0,1,0,user_003810
8,0,12.6,0,0.343,0.0,San Jose,0,Firefox_macOS_5772,0,0,0,user_000409
22,12,27.8,9,0.67,0.027,Charlotte,5,Edge_iOS_1848,0,1,1,fraud_000790
9,1,13.4,0,0.056,0.546,Jacksonville,0,Chrome_Android_1194,0,0,0,user_005495
34,10,5.5,4,0.1,0.815,Charlotte,1,Chrome_iOS_5664,0,1,0,edge_000507
6,1,8.8,0,0.456,0.855,Philadelphia,0,Chrome_Android_1838,0,1,0,user_000488
12,1,12.6,0,0.123,0.149,Charlotte,0,Edge_macOS_5346,0,1,0,user_002809
17,6,16.2,3,0.941,0.201,Charlotte,4,Firefox_iOS_7015,1,1,1,fraud_000073
11,3,13.6,0,0.024,0.386,San Jose,0,Edge_macOS_5009,0,1,0,user_006356
8,1,12.7,0,0.216,0.81,Houston,0,Firefox_macOS_5625,0,0,0,user_006833
12,3,7.9,0,0.109,0.914,Charlotte,0,Chrome_macOS_5901,0,1,0,user_007040
12,2,19.4,0,0.335,0.656,San Antonio,0,Edge_Android_5881,0,0,0,user_005314
11,2,16.3,0,0.244,0.332,San Diego,0,Chrome_macOS_7051,0,1,0,user_002036
5,0,8.2,0,0.349,0.0,Philadelphia,0,Edge_macOS_6047,0,1,0,user_005369
10,1,16.1,0,0.547,0.506,Dallas,0,Firefox_Android_4938,1,0,0,user_001382
12,1,10.3,0,0.487,0.465,Chicago,0,Safari_macOS_6673,1,0,0,user_005434
12,0,11.7,0,0.424,0.0,Los Angeles,0,Safari_iOS_7488,0,0,0,user_001454
13,1,18.5,0,0.397,0.474,Chicago,0,Edge_iOS_1293,0,1,0,user_007682
7,1,10.0,0,0.305,0.401,Phoenix,0,Edge_Windows_6886,0,1,0,user_001598
10,2,14.1,0,0.149,0.667,Philadelphia,0,Firefox_Android_5492,1,1,0,user_003356
3,0,17.3,0,0.079,0.0,San Antonio,0,Chrome_Windows_1488,0,1,0,user_004827
6,3,12.2,0,0.379,0.838,Austin,0,Edge_macOS_8772,0,0,0,user_006919
9,2,13.8,0,0.286,0.771,San Antonio,0,Safari_iOS_3086,0,1,0,user_000857
11,2,16.2,0,0.276,0.718,San Antonio,0,Chrome_macOS_4349,0,0,0,user_005238
9,4,12.0,0,0.217,0.044,New York,0,Firefox_Android_7619,0,1,0,user_004536
11,3,13.2,0,0.236,0.556,Dallas,0,Safari_macOS_3967,0,1,0,user_000947
8,2,7.7,0,0.162,0.535,Philadelphia,0,Firefox_iOS_1646,0,0,0,user_001295
31,14,21.4,10,0.083,0.538,San Diego,1,Firefox_Android_6907,0,1,0,edge_000324
9,1,17.3,0,0.277,0.819,New York,0,Edge_Android_3949,0,1,0,user_006633
9,1,15.1,0,0.074,0.159,Fort Worth,0,Edge_Windows_6977,1,1,0,user_000269
11,1,12.4,0,0.458,0.396,Los Angeles,0,Firefox_Android_7854,1,0,0,user_006546
10,2,5.5,0,0.314,0.675,San Diego,0,Chrome_iOS_9420,0,0,0,user_008359
10,1,17.2,0,0.082,0.252,Fort Worth,0,Firefox_macOS_9436,0,0,0,user_007786
36,14,1.1,7,0.277,0.302,Austin,1,Edge_Android_1115,0,1,0,edge_000311
10,2,15.7,0,0.212,0.747,Dallas,0,Chrome_Windows_7909,0,0,0,user_006991
15,3,16.3,0,0.178,0.557,San Jose,0,Edge_iOS_7287,1,1,0,user_006103
8,0,12.3,0,0.138,0.0,Dallas,0,Edge_Android_5104,0,1,0,user_003127
6,1,10.5,0,0.359,0.395,Austin,0,Chrome_iOS_8671,0,1,0,user_001939
7,1,10.5,0,0.196,0.586,San Antonio,0,Chrome_iOS_4941,1,0,0,user_000410
11,2,11.2,0,0.486,0.542,Jacksonville,0,Safari_Windows_4211,0,1,0,user_007527
10,3,14.2,0,0.302,0.8,Dallas,0,Chrome_macOS_4316,0,1,0,user_003889
3,0,9.8,0,0.232,0.0,Jacksonville,0,Firefox_iOS_7174,0,1,0,user_008269
9,1,12.0,0,0.114,0.401,San Diego,0,Chrome_Android_2205,1,1,0,user_002700
8,0,10.1,0,0.293,0.0,Philadelphia,0,Chrome_iOS_6844,1,1,0,user_003653
22,12,13.0,5,0.596,0.444,Los Angeles,3,Chrome_macOS_3987,0,0,1,fraud_000413
12,0,2.5,0,0.112,0.0,Chicago,0,Safari_Android_1461,0,0,0,user_005564
9,3,14.7,0,0.282,0.686,Fort Worth,0,Edge_Windows_6528,0,0,0,user_005997
7,1,12.7,0,0.427,0.553,Jacksonville,0,Safari_iOS_8781,0,1,0,user_007419
6,0,14.7,0,0.533,0.0,Jacksonville,0,Chrome_Android_3981,1,1,0,user_008312
10,1,21.4,0,0.277,0.525,Los Angeles,0,Edge_Windows_2681,0,1,0,user_001020
10,1,10.9,0,0.065,0.488,Columbus,0,Firefox_iOS_7631,0,1,0,user_006531
10,1,16.9,0,0.344,0.567,Dallas,0,Safari_macOS_7037,0,1,0,user_004781
8,1,9.2,0,0.259,0.302,New York,0,Firefox_Windows_9523,1,1,0,user_004339
8,0,12.7,0,0.425,0.0,San Jose,0,Firefox_Windows_1834,0,0,0,user_002484
15,0,10.8,0,0.411,0.0,San Diego,0,Safari_Windows_8233,0,1,0,user_008181
29,9,16.9,3,0.121,0.759,San Diego,0,Firefox_Windows_3132,1,1,0,edge_000219
10,0,10.8,0,0.187,0.0,Houston,0,Firefox_macOS_6957,1,0,0,user_006519
9,4,9.0,0,0.103,0.938,New York,0,Chrome_macOS_7735,0,1,0,user_002264
8,3,15.0,0,0.401,0.555,Charlotte,0,Chrome_Windows_3568,1,1,0,user_007042
5,0,10.5,0,0.312,0.0,Charlotte,0,Edge_macOS_4018,0,0,0,user_005416
12,2,11.0,0,0.353,0.583,Austin,0,Edge_macOS_4918,1,1,0,user_008337
6,0,13.7,0,0.277,0.0,Los Angeles,0,Safari_Android_6090,1,1,0,user_007430
7,0,13.2,0,0.304,0.0,Austin,0,Safari_Android_1131,0,1,0,user_002474
7,2,13.8,0,0.015,0.89,Charlotte,0,Chrome_macOS_8940,0,1,0,user_005102
7,0,17.7,0,0.099,0.0,San Diego,0,Edge_Android_8469,0,1,0,user_006850
10,3,8.9,0,0.14,0.846,New York,0,Chrome_Windows_4872,0,0,0,user_000060
8,1,9.3,0,0.283,0.591,San Antonio,0,Chrome_macOS_9811,0,1,0,user_004740
18,8,29.3,4,0.805,0.286,Jacksonville,0,Firefox_Android_8699,1,1,1,fraud_000485
14,1,14.8,0,0.348,0.667,Chicago,0,Edge_Windows_4742,0,0,0,user_000974
10,2,13.6,0,0.219,0.832,Fort Worth,0,Chrome_macOS_8142,0,1,0,user_003607
9,1,6.6,0,0.364,0.313,San Antonio,0,Safari_Android_5717,0,1,0,user_006726
20,11,28.5,5,0.855,0.237,San Jose,5,Safari_macOS_7786,0,1,1,fraud_000562
6,2,10.2,0,0.328,0.833,Jacksonville,0,Safari_Android_3578,0,1,0,user_004235
10,1,6.7,0,0.275,0.403,Los Angeles,0,Edge_macOS_9464,0,0,0,user_001261
11,2,9.3,0,0.348,0.628,San Antonio,0,Chrome_iOS_4332,1,0,0,user_006443
50,13,11.4,2,0.319,0.442,Jacksonville,1,Firefox_macOS_9445,1,0,0,edge_000379
19,9,27.7,4,0.44,0.314,Columbus,3,Firefox_macOS_8153,1,1,1,fraud_000462
10,1,8.3,0,0.041,0.369,Columbus,0,Safari_Android_3052,0,1,0,user_007943
6,2,10.5,0,0.329,0.384,San Antonio,0,Edge_macOS_4060,0,1,0,user_006015
33,13,14.6,1,0.277,0.506,Austin,0,Firefox_iOS_4106,0,1,0,edge_000576
8,0,11.0,0,0.314,0.0,New York,0,Edge_Android_2695,0,1,0,user_008203
7,1,11.7,0,0.157,0.835,Los Angeles,0,Chrome_Android_6387,1,1,0,user_005160
8,1,15.9,0,0.314,0.479,Phoenix,0,Edge_macOS_4005,1,0,0,user_003000
16,4,7.9,0,0.271,0.227,Philadelphia,0,Firefox_Windows_6188,1,1,0,user_004657
9,3,11.3,0,0.319,0.656,San Diego,0,Firefox_macOS_3767,0,0,0,user_005036
10,3,8.5,0,0.298,0.627,New York,0,Chrome_macOS_7835,0,1,0,user_006307
10,0,18.7,0,0.166,0.0,Philadelphia,0,Edge_Windows_7304,1,1,0,user_001774
7,1,12.1,0,0.379,0.23,Philadelphia,0,Safari_Android_5601,0,0,0,user_003911
15,3,11.9,0,0.48,0.8,Columbus,0,Chrome_iOS_8385,0,0,0,user_000168
9,1,3.2,0,0.23,0.671,Chicago,0,Chrome_Android_8929,0,1,0,user_005410
13,3,9.0,0,0.167,0.582,Austin,0,Edge_Android_7723,0,1,0,user_002663
3,0,9.0,0,0.401,0.0,New York,0,Chrome_iOS_5846,0,1,0,user_007836
7,3,15.9,0,0.215,0.659,Dallas,0,Firefox_macOS_5075,0,1,0,user_004039
5,1,13.5,0,0.168,0.899,Los Angeles,0,Firefox_Android_1410,0,1,0,user_000279
28,9,13.1,4,0.121,0.631,Houston,0,Safari_Android_1526,1,1,0,edge_000601
7,1,11.6,0,0.405,0.42,Chicago,0,Firefox_Windows_5803,0,1,0,user_001685
11,2,14.9,0,0.447,0.62,Houston,0,Firefox_iOS_6123,0,1,0,user_000479
20,13,29.4,10,0.844,0.012,Jacksonville,3,Edge_macOS_6153,0,0,1,fraud_000258
8,1,14.6,0,0.136,0.575,Austin,0,Edge_Windows_1613,0,1,0,user_006414
10,2,11.4,0,0.287,0.683,Los Angeles,0,Safari_macOS_4854,0,0,0,user_004453
9,4,13.3,0,0.216,0.743,San Diego,0,Chrome_iOS_7934,0,1,0,user_006220
13,0,17.4,0,0.392,0.0,Philadelphia,0,Firefox_iOS_9378,0,0,0,user_007111
7,0,10.5,0,0.313,0.0,San Diego,0,Edge_macOS_5972,0,1,0,user_003726
9,1,20.7,0,0.235,0.304,Austin,0,Safari_iOS_8964,0,0,0,user_004873
7,0,15.6,0,0.412,0.0,San Jose,0,Edge_iOS_8035,0,1,0,user_000753
40,13,4.1,1,0.35,0.843,Jacksonville,0,Chrome_iOS_5878,1,0,0,edge_000563
4,0,8.3,0,0.172,0.0,Charlotte,0,Chrome_Android_8999,0,1,0,user_002452
5,0,8.0,0,0.314,0.0,Fort Worth,0,Safari_Android_4502,1,0,0,user_003130
25,11,3.9,10,0.681,0.038,Dallas,3,Firefox_Windows_6258,1,1,1,fraud_000693
20,10,15.4,8,0.857,0.281,Austin,4,Firefox_Windows_6425,0,1,1,fraud_000262
14,6,9.6,0,0.22,0.582,Phoenix,0,Safari_macOS_4001,1,0,0,user_007758
6,1,11.2,0,0.335,0.457,Fort Worth,0,Edge_Windows_6250,0,0,0,user_003903
7,2,9.6,0,0.099,0.783,San Jose,0,Firefox_Windows_2241,0,0,0,user_003702
7,0,16.0,0,0.363,0.0,Charlotte,0,Firefox_macOS_3448,1,1,0,user_008136
7,1,9.2,0,0.127,0.627,Philadelphia,0,Chrome_Windows_8074,0,1,0,user_001967
8,0,14.0,0,0.22,0.0,Chicago,0,Firefox_Windows_8947,0,1,0,user_001636
10,3,8.6,0,0.193,0.596,New York,0,Edge_Android_9541,0,1,0,user_007169
7,1,11.2,0,0.343,0.356,Austin,0,Edge_Windows_3635,1,0,0,user_003212
7,1,8.0,0,0.087,0.813,Austin,0,Chrome_Windows_5703,1,1,0,user_007725
9,2,9.5,0,0.353,0.53,San Diego,0,Safari_Android_2304,0,1,0,user_007396
12,3,10.8,1,0.432,0.8,New York,0,Edge_Android_1766,0,1,0,user_002734
10,4,7.8,0,0.455,0.614,Charlotte,0,Safari_macOS_7337,0,1,0,user_000761
9,1,3.4,0,0.338,0.59,Phoenix,0,Chrome_Android_2636,0,1,0,user_004937
7,3,16.4,0,0.121,0.453,San Diego,0,Safari_macOS_2769,1,1,0,user_002134
10,1,8.4,0,0.279,0.765,Phoenix,0,Edge_macOS_2848,0,0,0,user_005064
9,2,19.7,0,0.124,0.291,Jacksonville,0,Chrome_Android_7565,0,1,0,user_003065
19,6,22.4,5,0.665,0.011,New York,0,Safari_Android_3947,1,0,1,fraud_000653
8,0,8.1,0,0.309,0.0,Houston,0,Firefox_Windows_8704,1,1,0,user_001909
15,1,12.1,0,0.25,0.577,Chicago,0,Chrome_iOS_8161,1,0,0,user_006775
10,3,10.2,0,0.273,0.541,Phoenix,0,Edge_Android_4664,0,0,0,user_003011
9,3,3.4,0,0.283,0.414,New York,0,Firefox_Android_6366,0,0,0,user_007261
6,0,14.4,0,0.438,0.0,San Antonio,0,Edge_iOS_2167,0,0,0,user_002302
22,12,26.8,6,0.512,0.111,San Jose,2,Firefox_macOS_2206,1,1,1,fraud_000645
9,1,12.7,0,0.049,0.604,Chicago,0,Firefox_iOS_3444,0,0,0,user_007866
12,1,8.1,0,0.336,0.565,Phoenix,0,Safari_Windows_1517,0,0,0,user_001795
35,9,12.5,1,0.369,0.732,Fort Worth,0,Safari_macOS_8710,1,0,0,edge_000673
8,1,12.7,0,0.175,0.235,Philadelphia,0,Chrome_macOS_5056,0,1,0,user_001809
17,6,15.5,0,0.219,0.79,San Antonio,0,Safari_Windows_1112,0,1,0,user_006315
11,0,5.9,0,0.274,0.0,Chicago,0,Firefox_Android_7532,0,1,0,user_008399
9,1,14.9,0,0.221,0.287,Fort Worth,0,Chrome_Windows_6642,0,1,0,user_002315
8,0,8.8,0,0.038,0.0,Houston,0,Firefox_macOS_1273,1,1,0,user_003457
9,5,17.7,0,0.554,0.689,Fort Worth,0,Firefox_Android_7240,1,1,0,user_001219
14,1,7.1,0,0.293,0.63,Los Angeles,0,Chrome_Windows_7438,0,1,0,user_004842
13,3,12.9,0,0.094,0.274,San Jose,0,Edge_Windows_8066,0,0,0,user_000874
21,13,13.6,7,0.581,0.203,Chicago,6,Chrome_Windows_1227,1,0,1,fraud_000030
5,0,8.7,0,0.486,0.0,Phoenix,0,Firefox_macOS_7921,0,1,0,user_007796
7,0,8.9,0,0.187,0.0,New York,0,Safari_Windows_6351,0,1,0,user_005339
5,1,15.7,0,0.504,0.436,Columbus,0,Safari_Android_7235,0,1,0,user_006606
8,0,12.4,0,0.153,0.0,Houston,0,Chrome_Windows_6940,0,0,0,user_003481
16,2,14.1,0,0.17,0.6,Phoenix,0,Firefox_macOS_6571,0,0,0,user_003875
6,0,12.9,0,0.247,0.0,Dallas,0,Firefox_macOS_5711,1,1,0,user_006864
31,7,14.5,2,0.284,0.717,San Antonio,1,Safari_Windows_9257,0,1,0,edge_000257
6,0,16.5,0,0.285,0.0,San Antonio,0,Edge_iOS_5727,0,0,0,user_007462
8,0,6.1,0,0.2,0.0,Dallas,0,Edge_Windows_6965,0,0,0,user_004853
4,0,13.6,0,0.201,0.0,San Jose,0,Safari_macOS_5745,1,0,0,user_002507
5,0,10.8,0,0.339,0.0,New York,0,Safari_iOS_4558,0,1,0,user_006722
8,2,6.2,0,0.415,0.832,Austin,0,Safari_Windows_7355,0,1,0,user_006298
7,1,22.8,0,0.155,0.928,San Antonio,0,Chrome_iOS_4259,0,1,0,user_001228
8,0,7.4,0,0.408,0.0,Charlotte,0,Edge_macOS_2363,0,0,0,user_008016
7,1,5.8,0,0.167,0.789,Houston,0,Firefox_Android_1670,0,1,0,user_007449
10,1,13.1,0,0.391,0.484,Columbus,0,Chrome_Android_3796,1,1,0,user_001610
9,1,16.0,0,0.1,0.894,Phoenix,0,Firefox_Windows_4798,0,1,0,user_003976
8,0,13.1,0,0.148,0.0,Phoenix,0,Safari_macOS_5229,0,0,0,user_007264
9,0,9.6,0,0.584,0.0,Jacksonville,0,Edge_Windows_8584,0,0,0,user_001508
7,0,11.9,0,0.111,0.0,San Antonio,0,Chrome_iOS_6924,1,1,0,user_001211
5,0,14.1,0,0.2,0.0,Philadelphia,0,Firefox_Windows_8967,0,0,0,user_007779
9,2,11.4,0,0.007,0.783,Houston,0,Firefox_iOS_5450,0,1,0,user_000520
10,1,15.7,0,0.278,0.448,Charlotte,0,Chrome_Android_3860,0,0,0,user_003812
15,3,22.0,0,0.394,0.689,San Jose,0,Safari_Android_3177,1,0,0,user_002267
8,2,13.2,0,0.153,0.565,Los Angeles,0,Edge_Windows_1021,0,1,0,user_008189
12,2,12.2,0,0.666,0.846,Philadelphia,0,Chrome_Android_2265,0,0,0,user_003203
8,0,14.2,0,0.048,0.0,San Jose,0,Chrome_Android_3272,0,1,0,user_006567
6,2,14.0,0,0.395,0.485,Philadelphia,0,Safari_Windows_5994,0,1,0,user_001356
9,2,8.8,0,0.116,0.628,San Diego,0,Edge_macOS_9720,1,1,0,user_003253
8,1,5.6,0,0.095,0.568,Phoenix,0,Safari_Android_1372,0,0,0,user_004141
11,1,16.7,0,0.237,0.691,San Diego,0,Firefox_Android_9938,0,1,0,user_003139
6,0,19.1,0,0.223,0.0,Chicago,0,Safari_macOS_2705,1,1,0,user_000859
9,1,8.4,0,0.349,0.682,Austin,0,Edge_Android_1478,0,0,0,user_000686
7,2,8.7,0,0.456,0.845,Los Angeles,0,Edge_Android_8067,0,0,0,user_007858
12,0,11.5,0,0.067,0.0,Fort Worth,0,Firefox_macOS_8692,0,0,0,user_002141
11,0,12.0,0,0.258,0.0,Phoenix,0,Safari_Android_7032,0,0,0,user_002305
10,5,16.6,0,0.496,0.734,Austin,0,Firefox_macOS_9191,1,0,0,user_003204
5,0,17.4,0,0.33,0.0,Philadelphia,0,Chrome_Android_7187,0,1,0,user_002882
12,1,5.7,0,0.427,0.378,San Jose,0,Firefox_macOS_1265,1,1,0,user_000601
10,2,14.0,0,0.178,0.735,Philadelphia,0,Safari_macOS_9691,0,0,0,user_001071
12,1,15.2,0,0.165,0.422,San Antonio,0,Edge_macOS_9843,1,0,0,user_000575
10,1,9.9,0,0.231,0.868,Charlotte,0,Chrome_macOS_8207,1,0,0,user_001133
8,0,5.6,0,0.19,0.0,Philadelphia,0,Chrome_iOS_4445,1,1,0,user_006753
7,1,8.3,0,0.358,0.482,Chicago,0,Edge_macOS_5850,0,1,0,user_007625
11,2,10.4,0,0.059,0.884,Austin,0,Edge_iOS_9098,0,1,0,user_001511
8,0,6.2,0,0.394,0.0,Phoenix,0,Firefox_iOS_3101,1,1,0,user_006852
10,1,15.2,0,0.438,0.782,San Diego,0,Firefox_iOS_3664,0,0,0,user_002815
14,3,12.0,0,0.175,0.825,Jacksonville,0,Firefox_Android_9938,0,1,0,user_003088
6,0,17.8,0,0.258,0.0,San Diego,0,Chrome_Windows_7011,0,1,0,user_005026
10,2,6.9,0,0.093,0.872,Austin,0,Chrome_Android_4449,0,0,0,user_008109
